,GNIfitted,LSfitted
0,770.0,4.346084531110674
1,855.7657657657658,4.353146581867608
2,941.5315315315315,4.360199780953015
3,1027.2972972972973,4.367244128366893
4,1113.063063063063,4.374279624109243
5,1198.8288288288288,4.381306268180064
6,1284.5945945945946,4.388324060579358
7,1370.3603603603603,4.395333001307124
8,1456.126126126126,4.402333090363362
9,1541.8918918918919,4.409324327748071
10,1627.6576576576576,4.416306713461252
11,1713.4234234234234,4.423280247502905
12,1799.1891891891892,4.43024492987303
13,1884.954954954955,4.437200760571628
14,1970.7207207207207,4.444147739598696
15,2056.4864864864867,4.451085866954237
16,2142.252252252252,4.458015142638249
17,2228.0180180180178,4.464935566650734
18,2313.7837837837837,4.4718471389916905
19,2399.5495495495497,4.478749859661119
20,2485.3153153153153,4.485643728659019
21,2571.081081081081,4.492528745985391
22,2656.846846846847,4.499404911640235
23,2742.612612612613,4.506272225623551
24,2828.3783783783783,4.513130687935338
25,2914.144144144144,4.5199802985755975
26,2999.90990990991,4.526821057544329
27,3085.675675675676,4.533652964841533
28,3171.4414414414414,4.540476020467208
29,3257.207207207207,4.547290224421355
30,3342.972972972973,4.554095576703974
31,3428.738738738739,4.560892077315065
32,3514.5045045045044,4.567679726254628
33,3600.27027027027,4.5744585235226625
34,3686.036036036036,4.581228469119169
35,3771.801801801802,4.587989563044148
36,3857.5675675675675,4.5947418052975975
37,3943.333333333333,4.60148519587952
38,4029.099099099099,4.608219734789914
39,4114.864864864865,4.61494542202878
40,4200.630630630631,4.621662257596118
41,4286.396396396396,4.628370241491928
42,4372.162162162162,4.63506937371621
43,4457.927927927928,4.641759654268963
44,4543.693693693694,4.648441083150188
45,4629.459459459459,4.655113660359886
46,4715.225225225226,4.661777385898055
47,4800.990990990991,4.668432259764696
48,4886.756756756757,4.675078281959809
49,4972.522522522522,4.6817154524833935
50,5058.288288288288,4.68834377133545
51,5144.054054054054,4.694963238515979
52,5229.81981981982,4.701573854024979
53,5315.585585585585,4.7081756178624525
54,5401.351351351352,4.714768530028397
55,5487.117117117117,4.721352590522812
56,5572.882882882883,4.727927799345701
57,5658.648648648648,4.73449415649706
58,5744.414414414414,4.7410516619768925
59,5830.18018018018,4.7476003157851965
60,5915.945945945946,4.754140117921972
61,6001.711711711711,4.76067106838722
62,6087.477477477478,4.767193167180939
63,6173.243243243243,4.77370641430313
64,6259.009009009009,4.780210809753793
65,6344.774774774774,4.786706353532928
66,6430.54054054054,4.793193045640535
67,6516.306306306306,4.799670886076614
68,6602.072072072072,4.806139874841165
69,6687.8378378378375,4.812600011934187
70,6773.603603603604,4.819051297355681
71,6859.369369369369,4.825493731105648
72,6945.135135135135,4.831927313184086
73,7030.9009009009005,4.838352043590996
74,7116.666666666666,4.844767922326378
75,7202.4324324324325,4.8511749493902325
76,7288.198198198198,4.857573124782558
77,7373.963963963964,4.863962448503356
78,7459.72972972973,4.870342920552625
79,7545.495495495496,4.876714540930367
80,7631.261261261261,4.8830773096365805
81,7717.027027027027,4.889431226671265
82,7802.792792792792,4.895776292034422
83,7888.558558558559,4.902112505726051
84,7974.324324324324,4.908439867746153
85,8060.09009009009,4.914758378094725
86,8145.855855855856,4.92106803677177
87,8231.621621621622,4.927368843777287
88,8317.387387387387,4.933660799111275
89,8403.153153153153,4.939943902773735
90,8488.918918918918,4.946218154764667
91,8574.684684684686,4.952483555084071
92,8660.450450450451,4.958740103731947
93,8746.216216216217,4.964987800708295
94,8831.981981981982,4.971226646013115
95,8917.747747747748,4.977456639646406
96,9003.513513513513,4.98367778160817
97,9089.279279279279,4.989890071898405
98,9175.045045045044,4.996093510517112
99,9260.81081081081,5.002288097464292
100,9346.576576576575,5.008473832739943
101,9432.342342342343,5.014650716344066
102,9518.108108108108,5.02081874827666
103,9603.873873873874,5.026977928537727
104,9689.63963963964,5.033128257127266
105,9775.405405405405,5.039269734045277
106,9861.17117117117,5.045402359291759
107,9946.936936936936,5.051526132866713
108,10032.702702702703,5.057641054770139
109,10118.468468468469,5.063747125002037
110,10204.234234234234,5.069844343562407
111,10290.0,5.075932710451249
112,10375.765765765766,5.082012225668563
113,10461.531531531531,5.088082889214348
114,10547.297297297297,5.094144701088606
115,10633.063063063062,5.100197661291335
116,10718.828828828828,5.106241769822536
117,10804.594594594595,5.112277026682209
118,10890.36036036036,5.118303431870355
119,10976.126126126126,5.124320985386971
120,11061.891891891892,5.13032968723206
121,11147.657657657657,5.13632953740562
122,11233.423423423423,5.142320535907653
123,11319.189189189188,5.148302682738158
124,11404.954954954956,5.154275977897134
125,11490.720720720721,5.160240421384582
126,11576.486486486487,5.166196013200502
127,11662.252252252252,5.172142753344894
128,11748.018018018018,5.1780806418177585
129,11833.783783783783,5.184009678619094
130,11919.549549549549,5.189929863748902
131,12005.315315315314,5.195841197207181
132,12091.08108108108,5.201743678993933
133,12176.846846846847,5.207637309109156
134,12262.612612612613,5.213522087552851
135,12348.378378378378,5.2193980143250185
136,12434.144144144144,5.225265089425657
137,12519.90990990991,5.231123312854768
138,12605.675675675675,5.2369726846123505
139,12691.44144144144,5.242813204698406
140,12777.207207207208,5.248644873112932
141,12862.972972972973,5.254467689855931
142,12948.738738738739,5.2602816549274
143,13034.504504504504,5.266086768327343
144,13120.27027027027,5.271883030055757
145,13206.036036036036,5.277670440112643
146,13291.801801801801,5.283448998498001
147,13377.567567567567,5.28921870521183
148,13463.333333333332,5.294979560254132
149,13549.0990990991,5.300731563624906
150,13634.864864864865,5.306474715324151
151,13720.63063063063,5.312209015351868
152,13806.396396396396,5.317934463708057
153,13892.162162162162,5.323651060392718
154,13977.927927927927,5.329358805405851
155,14063.693693693693,5.335057698747455
156,14149.45945945946,5.340747740417533
157,14235.225225225226,5.3464289304160815
158,14320.990990990991,5.352101268743102
159,14406.756756756757,5.357764755398594
160,14492.522522522522,5.363419390382558
161,14578.288288288288,5.369065173694994
162,14664.054054054053,5.374702105335903
163,14749.819819819819,5.380330185305282
