v4_1,Data Marking,mmm-yy,Time,administrative-geography,Geography,index-and-year-change,IndexAndYearChange
99.9,,Nov-14,01 November 2014,E12000001,North East,index,Index
111.4,,Jan-21,01 January 2021,E12000005,West Midlands,index,Index
104,,Jan-21,01 January 2021,E12000001,North East,index,Index
109.7,,Jan-21,01 January 2021,E12000003,Yorkshire and The Humber,index,Index
112.7,,Jan-21,01 January 2021,E12000006,East of England,index,Index
107.6,,Jan-21,01 January 2021,E12000002,North West,index,Index
115.4,,Jan-21,01 January 2021,E12000004,East Midlands,index,Index
113.2,,Jan-21,01 January 2021,E12000009,South West,index,Index
112.5,,Jan-21,01 January 2021,E12000008,South East,index,Index
108.6,,Jan-21,01 January 2021,E12000007,London,index,Index
91.3,,Oct-08,01 October 2008,E12000008,South East,index,Index
94.6,,Oct-08,01 October 2008,E12000006,East of England,index,Index
84.5,,Oct-08,01 October 2008,E12000007,London,index,Index
95.4,,Oct-08,01 October 2008,E12000002,North West,index,Index
95.4,,Oct-08,01 October 2008,E12000005,West Midlands,index,Index
95.8,,Oct-08,01 October 2008,E12000004,East Midlands,index,Index
95.5,,Oct-08,01 October 2008,E12000001,North East,index,Index
93.6,,Oct-08,01 October 2008,E12000009,South West,index,Index
94.9,,Oct-08,01 October 2008,E12000003,Yorkshire and The Humber,index,Index
111,,Mar-20,01 March 2020,E12000009,South West,index,Index
113.3,,Mar-20,01 March 2020,E12000004,East Midlands,index,Index
111.5,,Mar-20,01 March 2020,E12000006,East of England,index,Index
107.9,,Mar-20,01 March 2020,E12000007,London,index,Index
111.4,,Mar-20,01 March 2020,E12000008,South East,index,Index
102.9,,Mar-20,01 March 2020,E12000001,North East,index,Index
105.9,,Mar-20,01 March 2020,E12000002,North West,index,Index
109.5,,Mar-20,01 March 2020,E12000005,West Midlands,index,Index
108.4,,Mar-20,01 March 2020,E12000003,Yorkshire and The Humber,index,Index
106.3,,Jan-17,01 January 2017,E12000008,South East,index,Index
102.2,,Jan-17,01 January 2017,E12000002,North West,index,Index
106,,Jan-17,01 January 2017,E12000006,East of England,index,Index
104.2,,Jan-17,01 January 2017,E12000009,South West,index,Index
104,,Jan-17,01 January 2017,E12000005,West Midlands,index,Index
106.1,,Jan-17,01 January 2017,E12000007,London,index,Index
105.2,,Jan-17,01 January 2017,E12000004,East Midlands,index,Index
102.7,,Jan-17,01 January 2017,E12000003,Yorkshire and The Humber,index,Index
101.7,,Jan-17,01 January 2017,E12000001,North East,index,Index
87.6,,Aug-07,01 August 2007,E12000008,South East,index,Index
92.3,,Aug-07,01 August 2007,E12000001,North East,index,Index
93.4,,Aug-07,01 August 2007,E12000002,North West,index,Index
91.6,,Aug-07,01 August 2007,E12000006,East of England,index,Index
89.8,,Aug-07,01 August 2007,E12000009,South West,index,Index
93.1,,Aug-07,01 August 2007,E12000005,West Midlands,index,Index
92.2,,Aug-07,01 August 2007,E12000003,Yorkshire and The Humber,index,Index
80.3,,Aug-07,01 August 2007,E12000007,London,index,Index
93.7,,Aug-07,01 August 2007,E12000004,East Midlands,index,Index
96,,Nov-12,01 November 2012,E12000008,South East,index,Index
99.2,,Nov-12,01 November 2012,E12000001,North East,index,Index
99,,Nov-12,01 November 2012,E12000002,North West,index,Index
98.7,,Nov-12,01 November 2012,E12000003,Yorkshire and The Humber,index,Index
97.5,,Nov-12,01 November 2012,E12000005,West Midlands,index,Index
97.1,,Nov-12,01 November 2012,E12000006,East of England,index,Index
97.5,,Nov-12,01 November 2012,E12000004,East Midlands,index,Index
96.9,,Nov-12,01 November 2012,E12000009,South West,index,Index
94,,Nov-12,01 November 2012,E12000007,London,index,Index
100.1,,Feb-15,01 February 2015,E12000004,East Midlands,index,Index
100,,Feb-15,01 February 2015,E12000003,Yorkshire and The Humber,index,Index
100.2,,Feb-15,01 February 2015,E12000008,South East,index,Index
100.3,,Feb-15,01 February 2015,E12000007,London,index,Index
100,,Feb-15,01 February 2015,E12000002,North West,index,Index
100.1,,Feb-15,01 February 2015,E12000009,South West,index,Index
100.1,,Feb-15,01 February 2015,E12000005,West Midlands,index,Index
100.1,,Feb-15,01 February 2015,E12000006,East of England,index,Index
100,,Feb-15,01 February 2015,E12000001,North East,index,Index
96.3,,Jun-09,01 June 2009,E12000002,North West,index,Index
92.2,,Jun-09,01 June 2009,E12000008,South East,index,Index
96.9,,Jun-09,01 June 2009,E12000001,North East,index,Index
94.2,,Jun-09,01 June 2009,E12000009,South West,index,Index
95,,Jun-09,01 June 2009,E12000006,East of England,index,Index
95.7,,Jun-09,01 June 2009,E12000004,East Midlands,index,Index
85.7,,Jun-09,01 June 2009,E12000007,London,index,Index
96,,Jun-09,01 June 2009,E12000003,Yorkshire and The Humber,index,Index
95.8,,Jun-09,01 June 2009,E12000005,West Midlands,index,Index
85.4,,Mar-05,01 March 2005,E12000003,Yorkshire and The Humber,index,Index
88.6,,Mar-05,01 March 2005,E12000002,North West,index,Index
83.5,,Mar-05,01 March 2005,E12000009,South West,index,Index
83,,Mar-05,01 March 2005,E12000008,South East,index,Index
85.4,,Mar-05,01 March 2005,E12000006,East of England,index,Index
87.9,,Mar-05,01 March 2005,E12000005,West Midlands,index,Index
88.4,,Mar-05,01 March 2005,E12000004,East Midlands,index,Index
86.5,,Mar-05,01 March 2005,E12000001,North East,index,Index
75.5,,Mar-05,01 March 2005,E12000007,London,index,Index
108.6,,Apr-19,01 April 2019,E12000009,South West,index,Index
106.7,,Apr-19,01 April 2019,E12000007,London,index,Index
102.2,,Apr-19,01 April 2019,E12000001,North East,index,Index
106.3,,Apr-19,01 April 2019,E12000003,Yorkshire and The Humber,index,Index
108,,Apr-19,01 April 2019,E12000005,West Midlands,index,Index
105.1,,Apr-19,01 April 2019,E12000002,North West,index,Index
110.4,,Apr-19,01 April 2019,E12000008,South East,index,Index
110.9,,Apr-19,01 April 2019,E12000004,East Midlands,index,Index
109.8,,Apr-19,01 April 2019,E12000006,East of England,index,Index
96.1,,Feb-12,01 February 2012,E12000006,East of England,index,Index
90.8,,Feb-12,01 February 2012,E12000007,London,index,Index
98.5,,Feb-12,01 February 2012,E12000002,North West,index,Index
94.5,,Feb-12,01 February 2012,E12000008,South East,index,Index
95.7,,Feb-12,01 February 2012,E12000009,South West,index,Index
96.6,,Feb-12,01 February 2012,E12000005,West Midlands,index,Index
97.8,,Feb-12,01 February 2012,E12000003,Yorkshire and The Humber,index,Index
96.5,,Feb-12,01 February 2012,E12000004,East Midlands,index,Index
98.9,,Feb-12,01 February 2012,E12000001,North East,index,Index
99.1,,Jun-13,01 June 2013,E12000002,North West,index,Index
97.6,,Jun-13,01 June 2013,E12000006,East of England,index,Index
99.4,,Jun-13,01 June 2013,E12000001,North East,index,Index
96,,Jun-13,01 June 2013,E12000007,London,index,Index
96.8,,Jun-13,01 June 2013,E12000008,South East,index,Index
97.5,,Jun-13,01 June 2013,E12000009,South West,index,Index
98,,Jun-13,01 June 2013,E12000005,West Midlands,index,Index
99.2,,Jun-13,01 June 2013,E12000003,Yorkshire and The Humber,index,Index
97.8,,Jun-13,01 June 2013,E12000004,East Midlands,index,Index
99,,Mar-14,01 March 2014,E12000004,East Midlands,index,Index
98.1,,Mar-14,01 March 2014,E12000008,South East,index,Index
99.7,,Mar-14,01 March 2014,E12000001,North East,index,Index
98.9,,Mar-14,01 March 2014,E12000005,West Midlands,index,Index
99.4,,Mar-14,01 March 2014,E12000002,North West,index,Index
98.4,,Mar-14,01 March 2014,E12000006,East of England,index,Index
98.5,,Mar-14,01 March 2014,E12000009,South West,index,Index
99.7,,Mar-14,01 March 2014,E12000003,Yorkshire and The Humber,index,Index
97.5,,Mar-14,01 March 2014,E12000007,London,index,Index
104.5,,Apr-17,01 April 2017,E12000005,West Midlands,index,Index
101.7,,Apr-17,01 April 2017,E12000001,North East,index,Index
104.5,,Apr-17,01 April 2017,E12000009,South West,index,Index
106.1,,Apr-17,01 April 2017,E12000007,London,index,Index
106.9,,Apr-17,01 April 2017,E12000008,South East,index,Index
105.6,,Apr-17,01 April 2017,E12000004,East Midlands,index,Index
102.5,,Apr-17,01 April 2017,E12000002,North West,index,Index
103.1,,Apr-17,01 April 2017,E12000003,Yorkshire and The Humber,index,Index
106.4,,Apr-17,01 April 2017,E12000006,East of England,index,Index
103.1,,Feb-16,01 February 2016,E12000008,South East,index,Index
103.2,,Feb-16,01 February 2016,E12000006,East of England,index,Index
101,,Feb-16,01 February 2016,E12000002,North West,index,Index
104.1,,Feb-16,01 February 2016,E12000007,London,index,Index
101.5,,Feb-16,01 February 2016,E12000009,South West,index,Index
100.9,,Feb-16,01 February 2016,E12000001,North East,index,Index
101.3,,Feb-16,01 February 2016,E12000003,Yorkshire and The Humber,index,Index
102.5,,Feb-16,01 February 2016,E12000004,East Midlands,index,Index
101.9,,Feb-16,01 February 2016,E12000005,West Midlands,index,Index
98,,Dec-13,01 December 2013,E12000006,East of England,index,Index
98.3,,Dec-13,01 December 2013,E12000009,South West,index,Index
97.7,,Dec-13,01 December 2013,E12000008,South East,index,Index
99.4,,Dec-13,01 December 2013,E12000002,North West,index,Index
98.5,,Dec-13,01 December 2013,E12000005,West Midlands,index,Index
98.7,,Dec-13,01 December 2013,E12000004,East Midlands,index,Index
99.5,,Dec-13,01 December 2013,E12000003,Yorkshire and The Humber,index,Index
99.7,,Dec-13,01 December 2013,E12000001,North East,index,Index
97.2,,Dec-13,01 December 2013,E12000007,London,index,Index
86.4,,Feb-05,01 February 2005,E12000001,North East,index,Index
85.5,,Feb-05,01 February 2005,E12000006,East of England,index,Index
88.4,,Feb-05,01 February 2005,E12000004,East Midlands,index,Index
87.7,,Feb-05,01 February 2005,E12000005,West Midlands,index,Index
85.3,,Feb-05,01 February 2005,E12000003,Yorkshire and The Humber,index,Index
88.6,,Feb-05,01 February 2005,E12000002,North West,index,Index
82.9,,Feb-05,01 February 2005,E12000008,South East,index,Index
83.4,,Feb-05,01 February 2005,E12000009,South West,index,Index
75.5,,Feb-05,01 February 2005,E12000007,London,index,Index
99.6,,Feb-14,01 February 2014,E12000003,Yorkshire and The Humber,index,Index
98.1,,Feb-14,01 February 2014,E12000008,South East,index,Index
97.3,,Feb-14,01 February 2014,E12000007,London,index,Index
99.8,,Feb-14,01 February 2014,E12000001,North East,index,Index
98.8,,Feb-14,01 February 2014,E12000005,West Midlands,index,Index
98.3,,Feb-14,01 February 2014,E12000006,East of England,index,Index
98.8,,Feb-14,01 February 2014,E12000004,East Midlands,index,Index
98.4,,Feb-14,01 February 2014,E12000009,South West,index,Index
99.4,,Feb-14,01 February 2014,E12000002,North West,index,Index
100.9,,Jun-15,01 June 2015,E12000008,South East,index,Index
100.3,,Jun-15,01 June 2015,E12000001,North East,index,Index
100.6,,Jun-15,01 June 2015,E12000009,South West,index,Index
100.2,,Jun-15,01 June 2015,E12000003,Yorkshire and The Humber,index,Index
100.1,,Jun-15,01 June 2015,E12000002,North West,index,Index
101.8,,Jun-15,01 June 2015,E12000007,London,index,Index
100.8,,Jun-15,01 June 2015,E12000005,West Midlands,index,Index
100.8,,Jun-15,01 June 2015,E12000004,East Midlands,index,Index
101.2,,Jun-15,01 June 2015,E12000006,East of England,index,Index
93.4,,Nov-09,01 November 2009,E12000009,South West,index,Index
84.9,,Nov-09,01 November 2009,E12000007,London,index,Index
97.3,,Nov-09,01 November 2009,E12000001,North East,index,Index
95.9,,Nov-09,01 November 2009,E12000003,Yorkshire and The Humber,index,Index
91.4,,Nov-09,01 November 2009,E12000008,South East,index,Index
96.3,,Nov-09,01 November 2009,E12000002,North West,index,Index
94.9,,Nov-09,01 November 2009,E12000005,West Midlands,index,Index
94.3,,Nov-09,01 November 2009,E12000006,East of England,index,Index
95.2,,Nov-09,01 November 2009,E12000004,East Midlands,index,Index
93.6,,Dec-10,01 December 2010,E12000009,South West,index,Index
97.6,,Dec-10,01 December 2010,E12000001,North East,index,Index
95.1,,Dec-10,01 December 2010,E12000005,West Midlands,index,Index
94.1,,Dec-10,01 December 2010,E12000006,East of England,index,Index
85.9,,Dec-10,01 December 2010,E12000007,London,index,Index
91.4,,Dec-10,01 December 2010,E12000008,South East,index,Index
94.9,,Dec-10,01 December 2010,E12000004,East Midlands,index,Index
97.2,,Dec-10,01 December 2010,E12000002,North West,index,Index
96.7,,Dec-10,01 December 2010,E12000003,Yorkshire and The Humber,index,Index
103.7,,Sep-16,01 September 2016,E12000004,East Midlands,index,Index
103.2,,Sep-16,01 September 2016,E12000009,South West,index,Index
102.1,,Sep-16,01 September 2016,E12000003,Yorkshire and The Humber,index,Index
105.5,,Sep-16,01 September 2016,E12000007,London,index,Index
103.1,,Sep-16,01 September 2016,E12000005,West Midlands,index,Index
105.1,,Sep-16,01 September 2016,E12000008,South East,index,Index
104.7,,Sep-16,01 September 2016,E12000006,East of England,index,Index
101.4,,Sep-16,01 September 2016,E12000001,North East,index,Index
101.7,,Sep-16,01 September 2016,E12000002,North West,index,Index
112.7,,Nov-20,01 November 2020,E12000009,South West,index,Index
108.5,,Nov-20,01 November 2020,E12000007,London,index,Index
115,,Nov-20,01 November 2020,E12000004,East Midlands,index,Index
112.4,,Nov-20,01 November 2020,E12000006,East of England,index,Index
112.2,,Nov-20,01 November 2020,E12000008,South East,index,Index
109.6,,Nov-20,01 November 2020,E12000003,Yorkshire and The Humber,index,Index
103.8,,Nov-20,01 November 2020,E12000001,North East,index,Index
111.3,,Nov-20,01 November 2020,E12000005,West Midlands,index,Index
107.2,,Nov-20,01 November 2020,E12000002,North West,index,Index
110.7,,Oct-19,01 October 2019,E12000006,East of England,index,Index
109.9,,Oct-19,01 October 2019,E12000009,South West,index,Index
107.4,,Oct-19,01 October 2019,E12000003,Yorkshire and The Humber,index,Index
111.1,,Oct-19,01 October 2019,E12000008,South East,index,Index
105.5,,Oct-19,01 October 2019,E12000002,North West,index,Index
107.3,,Oct-19,01 October 2019,E12000007,London,index,Index
102.5,,Oct-19,01 October 2019,E12000001,North East,index,Index
112.1,,Oct-19,01 October 2019,E12000004,East Midlands,index,Index
108.6,,Oct-19,01 October 2019,E12000005,West Midlands,index,Index
107.8,,May-19,01 May 2019,E12000005,West Midlands,index,Index
105.2,,May-19,01 May 2019,E12000002,North West,index,Index
108.9,,May-19,01 May 2019,E12000009,South West,index,Index
109.9,,May-19,01 May 2019,E12000006,East of England,index,Index
110.4,,May-19,01 May 2019,E12000008,South East,index,Index
107,,May-19,01 May 2019,E12000007,London,index,Index
111,,May-19,01 May 2019,E12000004,East Midlands,index,Index
102.3,,May-19,01 May 2019,E12000001,North East,index,Index
106.4,,May-19,01 May 2019,E12000003,Yorkshire and The Humber,index,Index
92,,Jan-11,01 January 2011,E12000008,South East,index,Index
97,,Jan-11,01 January 2011,E12000003,Yorkshire and The Humber,index,Index
95.3,,Jan-11,01 January 2011,E12000005,West Midlands,index,Index
94.2,,Jan-11,01 January 2011,E12000006,East of England,index,Index
95,,Jan-11,01 January 2011,E12000004,East Midlands,index,Index
97.3,,Jan-11,01 January 2011,E12000002,North West,index,Index
93.7,,Jan-11,01 January 2011,E12000009,South West,index,Index
86.3,,Jan-11,01 January 2011,E12000007,London,index,Index
97.6,,Jan-11,01 January 2011,E12000001,North East,index,Index
90.8,,Aug-10,01 August 2010,E12000008,South East,index,Index
96.6,,Aug-10,01 August 2010,E12000002,North West,index,Index
84.8,,Aug-10,01 August 2010,E12000007,London,index,Index
97,,Aug-10,01 August 2010,E12000001,North East,index,Index
94.8,,Aug-10,01 August 2010,E12000005,West Midlands,index,Index
93,,Aug-10,01 August 2010,E12000009,South West,index,Index
94.7,,Aug-10,01 August 2010,E12000004,East Midlands,index,Index
96.2,,Aug-10,01 August 2010,E12000003,Yorkshire and The Humber,index,Index
93.4,,Aug-10,01 August 2010,E12000006,East of England,index,Index
85.6,,Apr-05,01 April 2005,E12000003,Yorkshire and The Humber,index,Index
88.6,,Apr-05,01 April 2005,E12000002,North West,index,Index
83.1,,Apr-05,01 April 2005,E12000008,South East,index,Index
85.7,,Apr-05,01 April 2005,E12000006,East of England,index,Index
88.1,,Apr-05,01 April 2005,E12000005,West Midlands,index,Index
87,,Apr-05,01 April 2005,E12000001,North East,index,Index
88.8,,Apr-05,01 April 2005,E12000004,East Midlands,index,Index
83.7,,Apr-05,01 April 2005,E12000009,South West,index,Index
75.6,,Apr-05,01 April 2005,E12000007,London,index,Index
108.4,,Apr-18,01 April 2018,E12000006,East of England,index,Index
106.7,,Apr-18,01 April 2018,E12000009,South West,index,Index
106.1,,Apr-18,01 April 2018,E12000007,London,index,Index
103.8,,Apr-18,01 April 2018,E12000002,North West,index,Index
104.4,,Apr-18,01 April 2018,E12000003,Yorkshire and The Humber,index,Index
108.5,,Apr-18,01 April 2018,E12000004,East Midlands,index,Index
108.7,,Apr-18,01 April 2018,E12000008,South East,index,Index
106.2,,Apr-18,01 April 2018,E12000005,West Midlands,index,Index
101.8,,Apr-18,01 April 2018,E12000001,North East,index,Index
92.4,,Sep-07,01 September 2007,E12000001,North East,index,Index
80.6,,Sep-07,01 September 2007,E12000007,London,index,Index
87.9,,Sep-07,01 September 2007,E12000008,South East,index,Index
93.2,,Sep-07,01 September 2007,E12000005,West Midlands,index,Index
90,,Sep-07,01 September 2007,E12000009,South West,index,Index
93.6,,Sep-07,01 September 2007,E12000002,North West,index,Index
93.8,,Sep-07,01 September 2007,E12000004,East Midlands,index,Index
91.8,,Sep-07,01 September 2007,E12000006,East of England,index,Index
92.5,,Sep-07,01 September 2007,E12000003,Yorkshire and The Humber,index,Index
96.2,,May-09,01 May 2009,E12000002,North West,index,Index
94.1,,May-09,01 May 2009,E12000009,South West,index,Index
95.8,,May-09,01 May 2009,E12000004,East Midlands,index,Index
95.1,,May-09,01 May 2009,E12000006,East of England,index,Index
95.9,,May-09,01 May 2009,E12000005,West Midlands,index,Index
85.8,,May-09,01 May 2009,E12000007,London,index,Index
92.2,,May-09,01 May 2009,E12000008,South East,index,Index
96.9,,May-09,01 May 2009,E12000001,North East,index,Index
95.9,,May-09,01 May 2009,E12000003,Yorkshire and The Humber,index,Index
99,,Jul-14,01 July 2014,E12000009,South West,index,Index
98.7,,Jul-14,01 July 2014,E12000006,East of England,index,Index
99.9,,Jul-14,01 July 2014,E12000001,North East,index,Index
99.6,,Jul-14,01 July 2014,E12000003,Yorkshire and The Humber,index,Index
99.3,,Jul-14,01 July 2014,E12000005,West Midlands,index,Index
98.6,,Jul-14,01 July 2014,E12000008,South East,index,Index
99.2,,Jul-14,01 July 2014,E12000004,East Midlands,index,Index
99.6,,Jul-14,01 July 2014,E12000002,North West,index,Index
98.3,,Jul-14,01 July 2014,E12000007,London,index,Index
93.4,,Jun-10,01 June 2010,E12000006,East of England,index,Index
92.8,,Jun-10,01 June 2010,E12000009,South West,index,Index
84.5,,Jun-10,01 June 2010,E12000007,London,index,Index
94.6,,Jun-10,01 June 2010,E12000004,East Midlands,index,Index
96,,Jun-10,01 June 2010,E12000003,Yorkshire and The Humber,index,Index
96.4,,Jun-10,01 June 2010,E12000002,North West,index,Index
94.6,,Jun-10,01 June 2010,E12000005,West Midlands,index,Index
96.9,,Jun-10,01 June 2010,E12000001,North East,index,Index
90.5,,Jun-10,01 June 2010,E12000008,South East,index,Index
103.4,,Dec-15,01 December 2015,E12000007,London,index,Index
101.1,,Dec-15,01 December 2015,E12000009,South West,index,Index
100.6,,Dec-15,01 December 2015,E12000001,North East,index,Index
102,,Dec-15,01 December 2015,E12000004,East Midlands,index,Index
101.6,,Dec-15,01 December 2015,E12000005,West Midlands,index,Index
102.5,,Dec-15,01 December 2015,E12000008,South East,index,Index
100.9,,Dec-15,01 December 2015,E12000002,North West,index,Index
100.8,,Dec-15,01 December 2015,E12000003,Yorkshire and The Humber,index,Index
102.5,,Dec-15,01 December 2015,E12000006,East of England,index,Index
96.7,,Sep-12,01 September 2012,E12000009,South West,index,Index
97,,Sep-12,01 September 2012,E12000006,East of England,index,Index
93.5,,Sep-12,01 September 2012,E12000007,London,index,Index
98.9,,Sep-12,01 September 2012,E12000001,North East,index,Index
97.2,,Sep-12,01 September 2012,E12000005,West Midlands,index,Index
98.9,,Sep-12,01 September 2012,E12000002,North West,index,Index
97.3,,Sep-12,01 September 2012,E12000004,East Midlands,index,Index
98.5,,Sep-12,01 September 2012,E12000003,Yorkshire and The Humber,index,Index
95.7,,Sep-12,01 September 2012,E12000008,South East,index,Index
109.6,,Sep-19,01 September 2019,E12000009,South West,index,Index
107.2,,Sep-19,01 September 2019,E12000007,London,index,Index
110.9,,Sep-19,01 September 2019,E12000008,South East,index,Index
102.5,,Sep-19,01 September 2019,E12000001,North East,index,Index
107.3,,Sep-19,01 September 2019,E12000003,Yorkshire and The Humber,index,Index
108.4,,Sep-19,01 September 2019,E12000005,West Midlands,index,Index
110.6,,Sep-19,01 September 2019,E12000006,East of England,index,Index
111.7,,Sep-19,01 September 2019,E12000004,East Midlands,index,Index
105.5,,Sep-19,01 September 2019,E12000002,North West,index,Index
95,,Oct-11,01 October 2011,E12000009,South West,index,Index
99,,Oct-11,01 October 2011,E12000001,North East,index,Index
95.5,,Oct-11,01 October 2011,E12000006,East of England,index,Index
96.2,,Oct-11,01 October 2011,E12000005,West Midlands,index,Index
98.2,,Oct-11,01 October 2011,E12000002,North West,index,Index
97.5,,Oct-11,01 October 2011,E12000003,Yorkshire and The Humber,index,Index
95.8,,Oct-11,01 October 2011,E12000004,East Midlands,index,Index
89.1,,Oct-11,01 October 2011,E12000007,London,index,Index
93.6,,Oct-11,01 October 2011,E12000008,South East,index,Index
106.5,,Jul-18,01 July 2018,E12000005,West Midlands,index,Index
107,,Jul-18,01 July 2018,E12000009,South West,index,Index
101.8,,Jul-18,01 July 2018,E12000001,North East,index,Index
106.2,,Jul-18,01 July 2018,E12000007,London,index,Index
109.2,,Jul-18,01 July 2018,E12000004,East Midlands,index,Index
104,,Jul-18,01 July 2018,E12000002,North West,index,Index
104.8,,Jul-18,01 July 2018,E12000003,Yorkshire and The Humber,index,Index
108.8,,Jul-18,01 July 2018,E12000006,East of England,index,Index
109,,Jul-18,01 July 2018,E12000008,South East,index,Index
91.2,,May-07,01 May 2007,E12000006,East of England,index,Index
79.3,,May-07,01 May 2007,E12000007,London,index,Index
91.3,,May-07,01 May 2007,E12000003,Yorkshire and The Humber,index,Index
92.3,,May-07,01 May 2007,E12000005,West Midlands,index,Index
87.2,,May-07,01 May 2007,E12000008,South East,index,Index
93.2,,May-07,01 May 2007,E12000004,East Midlands,index,Index
88.8,,May-07,01 May 2007,E12000009,South West,index,Index
91.8,,May-07,01 May 2007,E12000001,North East,index,Index
92.9,,May-07,01 May 2007,E12000002,North West,index,Index
84.5,,Dec-05,01 December 2005,E12000008,South East,index,Index
90,,Dec-05,01 December 2005,E12000002,North West,index,Index
88.7,,Dec-05,01 December 2005,E12000001,North East,index,Index
85.8,,Dec-05,01 December 2005,E12000009,South West,index,Index
88.2,,Dec-05,01 December 2005,E12000006,East of England,index,Index
89.9,,Dec-05,01 December 2005,E12000005,West Midlands,index,Index
87.3,,Dec-05,01 December 2005,E12000003,Yorkshire and The Humber,index,Index
90.3,,Dec-05,01 December 2005,E12000004,East Midlands,index,Index
76.5,,Dec-05,01 December 2005,E12000007,London,index,Index
106.1,,Mar-18,01 March 2018,E12000005,West Midlands,index,Index
108.3,,Mar-18,01 March 2018,E12000004,East Midlands,index,Index
103.7,,Mar-18,01 March 2018,E12000002,North West,index,Index
101.9,,Mar-18,01 March 2018,E12000001,North East,index,Index
106.1,,Mar-18,01 March 2018,E12000007,London,index,Index
104.3,,Mar-18,01 March 2018,E12000003,Yorkshire and The Humber,index,Index
108.2,,Mar-18,01 March 2018,E12000006,East of England,index,Index
108.5,,Mar-18,01 March 2018,E12000008,South East,index,Index
106.6,,Mar-18,01 March 2018,E12000009,South West,index,Index
107.9,,Dec-18,01 December 2018,E12000009,South West,index,Index
109.7,,Dec-18,01 December 2018,E12000008,South East,index,Index
109.5,,Dec-18,01 December 2018,E12000006,East of England,index,Index
110.3,,Dec-18,01 December 2018,E12000004,East Midlands,index,Index
107.6,,Dec-18,01 December 2018,E12000005,West Midlands,index,Index
104.4,,Dec-18,01 December 2018,E12000002,North West,index,Index
106.4,,Dec-18,01 December 2018,E12000007,London,index,Index
105.8,,Dec-18,01 December 2018,E12000003,Yorkshire and The Humber,index,Index
102.1,,Dec-18,01 December 2018,E12000001,North East,index,Index
108,,Feb-18,01 February 2018,E12000004,East Midlands,index,Index
108.3,,Feb-18,01 February 2018,E12000008,South East,index,Index
105.9,,Feb-18,01 February 2018,E12000005,West Midlands,index,Index
106.2,,Feb-18,01 February 2018,E12000007,London,index,Index
104.3,,Feb-18,01 February 2018,E12000003,Yorkshire and The Humber,index,Index
103.6,,Feb-18,01 February 2018,E12000002,North West,index,Index
106.5,,Feb-18,01 February 2018,E12000009,South West,index,Index
108.2,,Feb-18,01 February 2018,E12000006,East of England,index,Index
101.8,,Feb-18,01 February 2018,E12000001,North East,index,Index
84.6,,Feb-10,01 February 2010,E12000007,London,index,Index
93,,Feb-10,01 February 2010,E12000009,South West,index,Index
96.2,,Feb-10,01 February 2010,E12000002,North West,index,Index
94.6,,Feb-10,01 February 2010,E12000005,West Midlands,index,Index
95.9,,Feb-10,01 February 2010,E12000003,Yorkshire and The Humber,index,Index
94.8,,Feb-10,01 February 2010,E12000004,East Midlands,index,Index
90.2,,Feb-10,01 February 2010,E12000008,South East,index,Index
93.4,,Feb-10,01 February 2010,E12000006,East of England,index,Index
97,,Feb-10,01 February 2010,E12000001,North East,index,Index
108.3,,Jun-20,01 June 2020,E12000007,London,index,Index
111.8,,Jun-20,01 June 2020,E12000009,South West,index,Index
103.3,,Jun-20,01 June 2020,E12000001,North East,index,Index
113.9,,Jun-20,01 June 2020,E12000004,East Midlands,index,Index
111.9,,Jun-20,01 June 2020,E12000006,East of England,index,Index
108.9,,Jun-20,01 June 2020,E12000003,Yorkshire and The Humber,index,Index
111.7,,Jun-20,01 June 2020,E12000008,South East,index,Index
106.4,,Jun-20,01 June 2020,E12000002,North West,index,Index
110.2,,Jun-20,01 June 2020,E12000005,West Midlands,index,Index
97.1,,Aug-13,01 August 2013,E12000008,South East,index,Index
99.3,,Aug-13,01 August 2013,E12000003,Yorkshire and The Humber,index,Index
96.7,,Aug-13,01 August 2013,E12000007,London,index,Index
99.6,,Aug-13,01 August 2013,E12000001,North East,index,Index
97.9,,Aug-13,01 August 2013,E12000009,South West,index,Index
98.1,,Aug-13,01 August 2013,E12000004,East Midlands,index,Index
98,,Aug-13,01 August 2013,E12000005,West Midlands,index,Index
97.8,,Aug-13,01 August 2013,E12000006,East of England,index,Index
99.2,,Aug-13,01 August 2013,E12000002,North West,index,Index
