v4_1,Data Marking,mmm-yy,Time,administrative-geography,Geography,index-and-year-change,IndexAndYearChange
89.5,,Oct-06,01 October 2006,E12000003,Yorkshire and The Humber,index,Index
113.1,,Feb-20,01 February 2020,E12000004,East Midlands,index,Index
102.8,,Feb-20,01 February 2020,E12000001,North East,index,Index
109.5,,Feb-20,01 February 2020,E12000005,West Midlands,index,Index
108.2,,Feb-20,01 February 2020,E12000003,Yorkshire and The Humber,index,Index
107.7,,Feb-20,01 February 2020,E12000007,London,index,Index
110.9,,Feb-20,01 February 2020,E12000009,South West,index,Index
111.4,,Feb-20,01 February 2020,E12000006,East of England,index,Index
111.4,,Feb-20,01 February 2020,E12000008,South East,index,Index
105.8,,Feb-20,01 February 2020,E12000002,North West,index,Index
97.9,,Jan-14,01 January 2014,E12000008,South East,index,Index
98.4,,Jan-14,01 January 2014,E12000009,South West,index,Index
97.3,,Jan-14,01 January 2014,E12000007,London,index,Index
99.7,,Jan-14,01 January 2014,E12000001,North East,index,Index
98.2,,Jan-14,01 January 2014,E12000006,East of England,index,Index
98.8,,Jan-14,01 January 2014,E12000005,West Midlands,index,Index
98.8,,Jan-14,01 January 2014,E12000004,East Midlands,index,Index
99.6,,Jan-14,01 January 2014,E12000003,Yorkshire and The Humber,index,Index
99.4,,Jan-14,01 January 2014,E12000002,North West,index,Index
99.7,,Nov-13,01 November 2013,E12000001,North East,index,Index
98.6,,Nov-13,01 November 2013,E12000004,East Midlands,index,Index
99.4,,Nov-13,01 November 2013,E12000002,North West,index,Index
98.3,,Nov-13,01 November 2013,E12000009,South West,index,Index
97.5,,Nov-13,01 November 2013,E12000008,South East,index,Index
98.2,,Nov-13,01 November 2013,E12000005,West Midlands,index,Index
97.9,,Nov-13,01 November 2013,E12000006,East of England,index,Index
99.4,,Nov-13,01 November 2013,E12000003,Yorkshire and The Humber,index,Index
97.2,,Nov-13,01 November 2013,E12000007,London,index,Index
107.3,,Aug-18,01 August 2018,E12000009,South West,index,Index
109,,Aug-18,01 August 2018,E12000006,East of England,index,Index
106.7,,Aug-18,01 August 2018,E12000005,West Midlands,index,Index
104.1,,Aug-18,01 August 2018,E12000002,North West,index,Index
109.4,,Aug-18,01 August 2018,E12000004,East Midlands,index,Index
109.1,,Aug-18,01 August 2018,E12000008,South East,index,Index
101.9,,Aug-18,01 August 2018,E12000001,North East,index,Index
106.3,,Aug-18,01 August 2018,E12000007,London,index,Index
105.1,,Aug-18,01 August 2018,E12000003,Yorkshire and The Humber,index,Index
94,,Apr-11,01 April 2011,E12000009,South West,index,Index
97.6,,Apr-11,01 April 2011,E12000002,North West,index,Index
87.1,,Apr-11,01 April 2011,E12000007,London,index,Index
97,,Apr-11,01 April 2011,E12000003,Yorkshire and The Humber,index,Index
95.2,,Apr-11,01 April 2011,E12000004,East Midlands,index,Index
92.6,,Apr-11,01 April 2011,E12000008,South East,index,Index
97.8,,Apr-11,01 April 2011,E12000001,North East,index,Index
95.5,,Apr-11,01 April 2011,E12000005,West Midlands,index,Index
94.7,,Apr-11,01 April 2011,E12000006,East of England,index,Index
92.6,,Jul-12,01 July 2012,E12000007,London,index,Index
98.9,,Jul-12,01 July 2012,E12000001,North East,index,Index
96.2,,Jul-12,01 July 2012,E12000009,South West,index,Index
95.3,,Jul-12,01 July 2012,E12000008,South East,index,Index
98.8,,Jul-12,01 July 2012,E12000002,North West,index,Index
98.2,,Jul-12,01 July 2012,E12000003,Yorkshire and The Humber,index,Index
97.1,,Jul-12,01 July 2012,E12000004,East Midlands,index,Index
96.8,,Jul-12,01 July 2012,E12000006,East of England,index,Index
97,,Jul-12,01 July 2012,E12000005,West Midlands,index,Index
104.4,,Mar-16,01 March 2016,E12000007,London,index,Index
101.8,,Mar-16,01 March 2016,E12000009,South West,index,Index
100.9,,Mar-16,01 March 2016,E12000001,North East,index,Index
101.3,,Mar-16,01 March 2016,E12000003,Yorkshire and The Humber,index,Index
102.8,,Mar-16,01 March 2016,E12000004,East Midlands,index,Index
103.3,,Mar-16,01 March 2016,E12000008,South East,index,Index
103.3,,Mar-16,01 March 2016,E12000006,East of England,index,Index
102.1,,Mar-16,01 March 2016,E12000005,West Midlands,index,Index
101.1,,Mar-16,01 March 2016,E12000002,North West,index,Index
98.1,,Oct-13,01 October 2013,E12000009,South West,index,Index
99.3,,Oct-13,01 October 2013,E12000002,North West,index,Index
99.4,,Oct-13,01 October 2013,E12000003,Yorkshire and The Humber,index,Index
97.4,,Oct-13,01 October 2013,E12000008,South East,index,Index
98,,Oct-13,01 October 2013,E12000005,West Midlands,index,Index
97.8,,Oct-13,01 October 2013,E12000006,East of England,index,Index
96.9,,Oct-13,01 October 2013,E12000007,London,index,Index
98.3,,Oct-13,01 October 2013,E12000004,East Midlands,index,Index
99.7,,Oct-13,01 October 2013,E12000001,North East,index,Index
92.9,,Aug-12,01 August 2012,E12000007,London,index,Index
96.9,,Aug-12,01 August 2012,E12000006,East of England,index,Index
95.5,,Aug-12,01 August 2012,E12000008,South East,index,Index
96.4,,Aug-12,01 August 2012,E12000009,South West,index,Index
96.9,,Aug-12,01 August 2012,E12000005,West Midlands,index,Index
98.3,,Aug-12,01 August 2012,E12000003,Yorkshire and The Humber,index,Index
97.2,,Aug-12,01 August 2012,E12000004,East Midlands,index,Index
98.9,,Aug-12,01 August 2012,E12000001,North East,index,Index
98.9,,Aug-12,01 August 2012,E12000002,North West,index,Index
104.4,,Jul-16,01 July 2016,E12000006,East of England,index,Index
101.4,,Jul-16,01 July 2016,E12000002,North West,index,Index
101.2,,Jul-16,01 July 2016,E12000001,North East,index,Index
102.5,,Jul-16,01 July 2016,E12000005,West Midlands,index,Index
102.4,,Jul-16,01 July 2016,E12000009,South West,index,Index
103.4,,Jul-16,01 July 2016,E12000004,East Midlands,index,Index
101.7,,Jul-16,01 July 2016,E12000003,Yorkshire and The Humber,index,Index
104.5,,Jul-16,01 July 2016,E12000008,South East,index,Index
105,,Jul-16,01 July 2016,E12000007,London,index,Index
93.5,,Jan-10,01 January 2010,E12000006,East of England,index,Index
96.2,,Jan-10,01 January 2010,E12000002,North West,index,Index
95.8,,Jan-10,01 January 2010,E12000003,Yorkshire and The Humber,index,Index
94.7,,Jan-10,01 January 2010,E12000005,West Midlands,index,Index
84.7,,Jan-10,01 January 2010,E12000007,London,index,Index
95.1,,Jan-10,01 January 2010,E12000004,East Midlands,index,Index
90.6,,Jan-10,01 January 2010,E12000008,South East,index,Index
93.2,,Jan-10,01 January 2010,E12000009,South West,index,Index
97.1,,Jan-10,01 January 2010,E12000001,North East,index,Index
105.7,,Nov-16,01 November 2016,E12000007,London,index,Index
104.5,,Nov-16,01 November 2016,E12000004,East Midlands,index,Index
105.6,,Nov-16,01 November 2016,E12000008,South East,index,Index
105.4,,Nov-16,01 November 2016,E12000006,East of England,index,Index
102,,Nov-16,01 November 2016,E12000002,North West,index,Index
103.8,,Nov-16,01 November 2016,E12000009,South West,index,Index
102.3,,Nov-16,01 November 2016,E12000003,Yorkshire and The Humber,index,Index
101.7,,Nov-16,01 November 2016,E12000001,North East,index,Index
103.6,,Nov-16,01 November 2016,E12000005,West Midlands,index,Index
106.1,,May-18,01 May 2018,E12000007,London,index,Index
106.8,,May-18,01 May 2018,E12000009,South West,index,Index
106.3,,May-18,01 May 2018,E12000005,West Midlands,index,Index
103.8,,May-18,01 May 2018,E12000002,North West,index,Index
108.7,,May-18,01 May 2018,E12000004,East Midlands,index,Index
104.5,,May-18,01 May 2018,E12000003,Yorkshire and The Humber,index,Index
108.6,,May-18,01 May 2018,E12000006,East of England,index,Index
108.8,,May-18,01 May 2018,E12000008,South East,index,Index
101.8,,May-18,01 May 2018,E12000001,North East,index,Index
101.9,,Jun-18,01 June 2018,E12000001,North East,index,Index
106.9,,Jun-18,01 June 2018,E12000009,South West,index,Index
103.9,,Jun-18,01 June 2018,E12000002,North West,index,Index
108.8,,Jun-18,01 June 2018,E12000008,South East,index,Index
108.7,,Jun-18,01 June 2018,E12000006,East of England,index,Index
106.4,,Jun-18,01 June 2018,E12000005,West Midlands,index,Index
108.9,,Jun-18,01 June 2018,E12000004,East Midlands,index,Index
106.1,,Jun-18,01 June 2018,E12000007,London,index,Index
104.7,,Jun-18,01 June 2018,E12000003,Yorkshire and The Humber,index,Index
105.4,,Sep-17,01 September 2017,E12000009,South West,index,Index
105.1,,Sep-17,01 September 2017,E12000005,West Midlands,index,Index
106.5,,Sep-17,01 September 2017,E12000007,London,index,Index
106.7,,Sep-17,01 September 2017,E12000004,East Midlands,index,Index
107.7,,Sep-17,01 September 2017,E12000008,South East,index,Index
103.1,,Sep-17,01 September 2017,E12000002,North West,index,Index
101.8,,Sep-17,01 September 2017,E12000001,North East,index,Index
107.2,,Sep-17,01 September 2017,E12000006,East of England,index,Index
103.8,,Sep-17,01 September 2017,E12000003,Yorkshire and The Humber,index,Index
101,,Apr-16,01 April 2016,E12000001,North East,index,Index
103.6,,Apr-16,01 April 2016,E12000006,East of England,index,Index
103.2,,Apr-16,01 April 2016,E12000004,East Midlands,index,Index
101.2,,Apr-16,01 April 2016,E12000002,North West,index,Index
101.9,,Apr-16,01 April 2016,E12000009,South West,index,Index
102.2,,Apr-16,01 April 2016,E12000005,West Midlands,index,Index
104.7,,Apr-16,01 April 2016,E12000007,London,index,Index
101.4,,Apr-16,01 April 2016,E12000003,Yorkshire and The Humber,index,Index
103.7,,Apr-16,01 April 2016,E12000008,South East,index,Index
101.7,,Nov-17,01 November 2017,E12000001,North East,index,Index
106.4,,Nov-17,01 November 2017,E12000007,London,index,Index
103.3,,Nov-17,01 November 2017,E12000002,North West,index,Index
108,,Nov-17,01 November 2017,E12000008,South East,index,Index
107.6,,Nov-17,01 November 2017,E12000006,East of England,index,Index
105.5,,Nov-17,01 November 2017,E12000005,West Midlands,index,Index
103.9,,Nov-17,01 November 2017,E12000003,Yorkshire and The Humber,index,Index
106,,Nov-17,01 November 2017,E12000009,South West,index,Index
107.3,,Nov-17,01 November 2017,E12000004,East Midlands,index,Index
101.9,,Nov-15,01 November 2015,E12000004,East Midlands,index,Index
102.1,,Nov-15,01 November 2015,E12000008,South East,index,Index
100.8,,Nov-15,01 November 2015,E12000003,Yorkshire and The Humber,index,Index
100.8,,Nov-15,01 November 2015,E12000002,North West,index,Index
103.3,,Nov-15,01 November 2015,E12000007,London,index,Index
101.3,,Nov-15,01 November 2015,E12000009,South West,index,Index
101.4,,Nov-15,01 November 2015,E12000005,West Midlands,index,Index
102.3,,Nov-15,01 November 2015,E12000006,East of England,index,Index
100.6,,Nov-15,01 November 2015,E12000001,North East,index,Index
95.6,,Feb-09,01 February 2009,E12000003,Yorkshire and The Humber,index,Index
95.9,,Feb-09,01 February 2009,E12000002,North West,index,Index
92.1,,Feb-09,01 February 2009,E12000008,South East,index,Index
95.2,,Feb-09,01 February 2009,E12000006,East of England,index,Index
95.8,,Feb-09,01 February 2009,E12000004,East Midlands,index,Index
93.9,,Feb-09,01 February 2009,E12000009,South West,index,Index
96.4,,Feb-09,01 February 2009,E12000001,North East,index,Index
85.7,,Feb-09,01 February 2009,E12000007,London,index,Index
96,,Feb-09,01 February 2009,E12000005,West Midlands,index,Index
106.3,,May-17,01 May 2017,E12000007,London,index,Index
107.1,,May-17,01 May 2017,E12000008,South East,index,Index
104.5,,May-17,01 May 2017,E12000005,West Midlands,index,Index
105.7,,May-17,01 May 2017,E12000004,East Midlands,index,Index
103.2,,May-17,01 May 2017,E12000003,Yorkshire and The Humber,index,Index
104.7,,May-17,01 May 2017,E12000009,South West,index,Index
106.5,,May-17,01 May 2017,E12000006,East of England,index,Index
101.6,,May-17,01 May 2017,E12000001,North East,index,Index
102.7,,May-17,01 May 2017,E12000002,North West,index,Index
85.7,,May-05,01 May 2005,E12000003,Yorkshire and The Humber,index,Index
84,,May-05,01 May 2005,E12000009,South West,index,Index
75.6,,May-05,01 May 2005,E12000007,London,index,Index
87.2,,May-05,01 May 2005,E12000001,North East,index,Index
88.7,,May-05,01 May 2005,E12000002,North West,index,Index
88.3,,May-05,01 May 2005,E12000005,West Midlands,index,Index
83.4,,May-05,01 May 2005,E12000008,South East,index,Index
89.3,,May-05,01 May 2005,E12000004,East Midlands,index,Index
86,,May-05,01 May 2005,E12000006,East of England,index,Index
100,,Dec-14,01 December 2014,E12000003,Yorkshire and The Humber,index,Index
99.5,,Dec-14,01 December 2014,E12000007,London,index,Index
100,,Dec-14,01 December 2014,E12000001,North East,index,Index
99.7,,Dec-14,01 December 2014,E12000006,East of England,index,Index
99.8,,Dec-14,01 December 2014,E12000009,South West,index,Index
99.8,,Dec-14,01 December 2014,E12000004,East Midlands,index,Index
99.8,,Dec-14,01 December 2014,E12000005,West Midlands,index,Index
99.7,,Dec-14,01 December 2014,E12000008,South East,index,Index
99.9,,Dec-14,01 December 2014,E12000002,North West,index,Index
98.8,,Jun-12,01 June 2012,E12000001,North East,index,Index
95.2,,Jun-12,01 June 2012,E12000008,South East,index,Index
98.7,,Jun-12,01 June 2012,E12000002,North West,index,Index
98,,Jun-12,01 June 2012,E12000003,Yorkshire and The Humber,index,Index
96.9,,Jun-12,01 June 2012,E12000005,West Midlands,index,Index
92.3,,Jun-12,01 June 2012,E12000007,London,index,Index
96.6,,Jun-12,01 June 2012,E12000006,East of England,index,Index
96.9,,Jun-12,01 June 2012,E12000004,East Midlands,index,Index
96,,Jun-12,01 June 2012,E12000009,South West,index,Index
86.9,,Jul-05,01 July 2005,E12000006,East of England,index,Index
87.5,,Jul-05,01 July 2005,E12000001,North East,index,Index
75.7,,Jul-05,01 July 2005,E12000007,London,index,Index
84.5,,Jul-05,01 July 2005,E12000009,South West,index,Index
88.6,,Jul-05,01 July 2005,E12000005,West Midlands,index,Index
89.6,,Jul-05,01 July 2005,E12000004,East Midlands,index,Index
83.7,,Jul-05,01 July 2005,E12000008,South East,index,Index
86.2,,Jul-05,01 July 2005,E12000003,Yorkshire and The Humber,index,Index
89.1,,Jul-05,01 July 2005,E12000002,North West,index,Index
84.8,,Feb-06,01 February 2006,E12000008,South East,index,Index
77,,Feb-06,01 February 2006,E12000007,London,index,Index
86.1,,Feb-06,01 February 2006,E12000009,South West,index,Index
88.6,,Feb-06,01 February 2006,E12000006,East of England,index,Index
90.4,,Feb-06,01 February 2006,E12000002,North West,index,Index
90.8,,Feb-06,01 February 2006,E12000004,East Midlands,index,Index
90.2,,Feb-06,01 February 2006,E12000005,West Midlands,index,Index
89.1,,Feb-06,01 February 2006,E12000001,North East,index,Index
87.9,,Feb-06,01 February 2006,E12000003,Yorkshire and The Humber,index,Index
101,,Jul-15,01 July 2015,E12000004,East Midlands,index,Index
100.2,,Jul-15,01 July 2015,E12000002,North West,index,Index
100.3,,Jul-15,01 July 2015,E12000001,North East,index,Index
101,,Jul-15,01 July 2015,E12000005,West Midlands,index,Index
101.3,,Jul-15,01 July 2015,E12000006,East of England,index,Index
101,,Jul-15,01 July 2015,E12000008,South East,index,Index
100.6,,Jul-15,01 July 2015,E12000009,South West,index,Index
102,,Jul-15,01 July 2015,E12000007,London,index,Index
100.4,,Jul-15,01 July 2015,E12000003,Yorkshire and The Humber,index,Index
101.3,,Aug-16,01 August 2016,E12000001,North East,index,Index
102.9,,Aug-16,01 August 2016,E12000009,South West,index,Index
105.3,,Aug-16,01 August 2016,E12000007,London,index,Index
102.9,,Aug-16,01 August 2016,E12000005,West Midlands,index,Index
103.6,,Aug-16,01 August 2016,E12000004,East Midlands,index,Index
101.5,,Aug-16,01 August 2016,E12000002,North West,index,Index
104.7,,Aug-16,01 August 2016,E12000006,East of England,index,Index
102,,Aug-16,01 August 2016,E12000003,Yorkshire and The Humber,index,Index
104.7,,Aug-16,01 August 2016,E12000008,South East,index,Index
111.7,,May-20,01 May 2020,E12000008,South East,index,Index
108.8,,May-20,01 May 2020,E12000003,Yorkshire and The Humber,index,Index
111.9,,May-20,01 May 2020,E12000006,East of England,index,Index
106.3,,May-20,01 May 2020,E12000002,North West,index,Index
111.6,,May-20,01 May 2020,E12000009,South West,index,Index
110.1,,May-20,01 May 2020,E12000005,West Midlands,index,Index
113.7,,May-20,01 May 2020,E12000004,East Midlands,index,Index
108.2,,May-20,01 May 2020,E12000007,London,index,Index
103.2,,May-20,01 May 2020,E12000001,North East,index,Index
96.5,,Jul-10,01 July 2010,E12000002,North West,index,Index
97,,Jul-10,01 July 2010,E12000001,North East,index,Index
96.2,,Jul-10,01 July 2010,E12000003,Yorkshire and The Humber,index,Index
84.7,,Jul-10,01 July 2010,E12000007,London,index,Index
90.5,,Jul-10,01 July 2010,E12000008,South East,index,Index
93.4,,Jul-10,01 July 2010,E12000006,East of England,index,Index
92.9,,Jul-10,01 July 2010,E12000009,South West,index,Index
94.6,,Jul-10,01 July 2010,E12000005,West Midlands,index,Index
94.6,,Jul-10,01 July 2010,E12000004,East Midlands,index,Index
84.1,,Oct-05,01 October 2005,E12000008,South East,index,Index
87.7,,Oct-05,01 October 2005,E12000006,East of England,index,Index
76.2,,Oct-05,01 October 2005,E12000007,London,index,Index
89.2,,Oct-05,01 October 2005,E12000005,West Midlands,index,Index
85.2,,Oct-05,01 October 2005,E12000009,South West,index,Index
88.1,,Oct-05,01 October 2005,E12000001,North East,index,Index
89.5,,Oct-05,01 October 2005,E12000002,North West,index,Index
90.1,,Oct-05,01 October 2005,E12000004,East Midlands,index,Index
87,,Oct-05,01 October 2005,E12000003,Yorkshire and The Humber,index,Index
89.9,,Sep-06,01 September 2006,E12000006,East of England,index,Index
89.6,,Sep-06,01 September 2006,E12000003,Yorkshire and The Humber,index,Index
77.9,,Sep-06,01 September 2006,E12000007,London,index,Index
91.3,,Sep-06,01 September 2006,E12000005,West Midlands,index,Index
91.9,,Sep-06,01 September 2006,E12000004,East Midlands,index,Index
87.1,,Sep-06,01 September 2006,E12000009,South West,index,Index
85.9,,Sep-06,01 September 2006,E12000008,South East,index,Index
90.6,,Sep-06,01 September 2006,E12000001,North East,index,Index
91,,Sep-06,01 September 2006,E12000002,North West,index,Index
86.2,,Nov-06,01 November 2006,E12000008,South East,index,Index
91.5,,Nov-06,01 November 2006,E12000002,North West,index,Index
90.1,,Nov-06,01 November 2006,E12000006,East of England,index,Index
91.6,,Nov-06,01 November 2006,E12000005,West Midlands,index,Index
89.8,,Nov-06,01 November 2006,E12000003,Yorkshire and The Humber,index,Index
92.3,,Nov-06,01 November 2006,E12000004,East Midlands,index,Index
78.2,,Nov-06,01 November 2006,E12000007,London,index,Index
87.4,,Nov-06,01 November 2006,E12000009,South West,index,Index
90.6,,Nov-06,01 November 2006,E12000001,North East,index,Index
89.9,,May-08,01 May 2008,E12000008,South East,index,Index
92.1,,May-08,01 May 2008,E12000009,South West,index,Index
94.4,,May-08,01 May 2008,E12000003,Yorkshire and The Humber,index,Index
95.2,,May-08,01 May 2008,E12000004,East Midlands,index,Index
94.7,,May-08,01 May 2008,E12000002,North West,index,Index
94.8,,May-08,01 May 2008,E12000001,North East,index,Index
83.1,,May-08,01 May 2008,E12000007,London,index,Index
94.6,,May-08,01 May 2008,E12000005,West Midlands,index,Index
93.6,,May-08,01 May 2008,E12000006,East of England,index,Index
106.3,,Mar-17,01 March 2017,E12000006,East of England,index,Index
104.4,,Mar-17,01 March 2017,E12000009,South West,index,Index
105.4,,Mar-17,01 March 2017,E12000004,East Midlands,index,Index
106.7,,Mar-17,01 March 2017,E12000008,South East,index,Index
104.2,,Mar-17,01 March 2017,E12000005,West Midlands,index,Index
102.9,,Mar-17,01 March 2017,E12000003,Yorkshire and The Humber,index,Index
106,,Mar-17,01 March 2017,E12000007,London,index,Index
101.7,,Mar-17,01 March 2017,E12000001,North East,index,Index
102.4,,Mar-17,01 March 2017,E12000002,North West,index,Index
99.4,,May-13,01 May 2013,E12000001,North East,index,Index
95.8,,May-13,01 May 2013,E12000007,London,index,Index
99.1,,May-13,01 May 2013,E12000003,Yorkshire and The Humber,index,Index
97.9,,May-13,01 May 2013,E12000005,West Midlands,index,Index
96.7,,May-13,01 May 2013,E12000008,South East,index,Index
97.9,,May-13,01 May 2013,E12000004,East Midlands,index,Index
97.4,,May-13,01 May 2013,E12000009,South West,index,Index
97.5,,May-13,01 May 2013,E12000006,East of England,index,Index
99.1,,May-13,01 May 2013,E12000002,North West,index,Index
86.6,,Feb-11,01 February 2011,E12000007,London,index,Index
95,,Feb-11,01 February 2011,E12000004,East Midlands,index,Index
94.5,,Feb-11,01 February 2011,E12000006,East of England,index,Index
95.3,,Feb-11,01 February 2011,E12000005,West Midlands,index,Index
92.1,,Feb-11,01 February 2011,E12000008,South East,index,Index
97,,Feb-11,01 February 2011,E12000003,Yorkshire and The Humber,index,Index
97.7,,Feb-11,01 February 2011,E12000001,North East,index,Index
97.3,,Feb-11,01 February 2011,E12000002,North West,index,Index
93.7,,Feb-11,01 February 2011,E12000009,South West,index,Index
90.3,,Jan-07,01 January 2007,E12000006,East of England,index,Index
86.7,,Jan-07,01 January 2007,E12000008,South East,index,Index
87.9,,Jan-07,01 January 2007,E12000009,South West,index,Index
92.1,,Jan-07,01 January 2007,E12000005,West Midlands,index,Index
78.4,,Jan-07,01 January 2007,E12000007,London,index,Index
91.5,,Jan-07,01 January 2007,E12000001,North East,index,Index
92.5,,Jan-07,01 January 2007,E12000004,East Midlands,index,Index
91.9,,Jan-07,01 January 2007,E12000002,North West,index,Index
90.8,,Jan-07,01 January 2007,E12000003,Yorkshire and The Humber,index,Index
96.1,,Apr-09,01 April 2009,E12000005,West Midlands,index,Index
95.2,,Apr-09,01 April 2009,E12000006,East of England,index,Index
96.7,,Apr-09,01 April 2009,E12000001,North East,index,Index
94,,Apr-09,01 April 2009,E12000009,South West,index,Index
96,,Apr-09,01 April 2009,E12000002,North West,index,Index
95.8,,Apr-09,01 April 2009,E12000004,East Midlands,index,Index
85.8,,Apr-09,01 April 2009,E12000007,London,index,Index
92.2,,Apr-09,01 April 2009,E12000008,South East,index,Index
95.7,,Apr-09,01 April 2009,E12000003,Yorkshire and The Humber,index,Index
99,,Apr-12,01 April 2012,E12000001,North East,index,Index
91.6,,Apr-12,01 April 2012,E12000007,London,index,Index
94.9,,Apr-12,01 April 2012,E12000008,South East,index,Index
95.7,,Apr-12,01 April 2012,E12000009,South West,index,Index
98.7,,Apr-12,01 April 2012,E12000002,North West,index,Index
96.7,,Apr-12,01 April 2012,E12000004,East Midlands,index,Index
96.7,,Apr-12,01 April 2012,E12000005,West Midlands,index,Index
97.9,,Apr-12,01 April 2012,E12000003,Yorkshire and The Humber,index,Index
96.4,,Apr-12,01 April 2012,E12000006,East of England,index,Index
95,,Jul-08,01 July 2008,E12000005,West Midlands,index,Index
94.8,,Jul-08,01 July 2008,E12000002,North West,index,Index
94.1,,Jul-08,01 July 2008,E12000006,East of England,index,Index
92.5,,Jul-08,01 July 2008,E12000009,South West,index,Index
90.3,,Jul-08,01 July 2008,E12000008,South East,index,Index
95.6,,Jul-08,01 July 2008,E12000004,East Midlands,index,Index
83.6,,Jul-08,01 July 2008,E12000007,London,index,Index
94.6,,Jul-08,01 July 2008,E12000003,Yorkshire and The Humber,index,Index
95,,Jul-08,01 July 2008,E12000001,North East,index,Index
100.2,,Mar-15,01 March 2015,E12000005,West Midlands,index,Index
100.6,,Mar-15,01 March 2015,E12000007,London,index,Index
100.1,,Mar-15,01 March 2015,E12000001,North East,index,Index
100.3,,Mar-15,01 March 2015,E12000008,South East,index,Index
100,,Mar-15,01 March 2015,E12000002,North West,index,Index
100,,Mar-15,01 March 2015,E12000003,Yorkshire and The Humber,index,Index
100.1,,Mar-15,01 March 2015,E12000004,East Midlands,index,Index
100.3,,Mar-15,01 March 2015,E12000006,East of England,index,Index
100.2,,Mar-15,01 March 2015,E12000009,South West,index,Index
97.2,,Oct-10,01 October 2010,E12000001,North East,index,Index
95,,Oct-10,01 October 2010,E12000005,West Midlands,index,Index
96.9,,Oct-10,01 October 2010,E12000002,North West,index,Index
94.5,,Oct-10,01 October 2010,E12000004,East Midlands,index,Index
91,,Oct-10,01 October 2010,E12000008,South East,index,Index
93.7,,Oct-10,01 October 2010,E12000006,East of England,index,Index
85.3,,Oct-10,01 October 2010,E12000007,London,index,Index
93.4,,Oct-10,01 October 2010,E12000009,South West,index,Index
96.5,,Oct-10,01 October 2010,E12000003,Yorkshire and The Humber,index,Index
95.8,,Nov-08,01 November 2008,E12000002,North West,index,Index
93.8,,Nov-08,01 November 2008,E12000009,South West,index,Index
95,,Nov-08,01 November 2008,E12000003,Yorkshire and The Humber,index,Index
95.9,,Nov-08,01 November 2008,E12000004,East Midlands,index,Index
84.9,,Nov-08,01 November 2008,E12000007,London,index,Index
94.7,,Nov-08,01 November 2008,E12000006,East of England,index,Index
95.8,,Nov-08,01 November 2008,E12000001,North East,index,Index
95.6,,Nov-08,01 November 2008,E12000005,West Midlands,index,Index
91.5,,Nov-08,01 November 2008,E12000008,South East,index,Index
100.5,,May-15,01 May 2015,E12000009,South West,index,Index
100.7,,May-15,01 May 2015,E12000004,East Midlands,index,Index
100.7,,May-15,01 May 2015,E12000008,South East,index,Index
100.3,,May-15,01 May 2015,E12000001,North East,index,Index
100.6,,May-15,01 May 2015,E12000005,West Midlands,index,Index
100.1,,May-15,01 May 2015,E12000002,North West,index,Index
100.8,,May-15,01 May 2015,E12000006,East of England,index,Index
101.5,,May-15,01 May 2015,E12000007,London,index,Index
100.2,,May-15,01 May 2015,E12000003,Yorkshire and The Humber,index,Index
97.2,,Feb-13,01 February 2013,E12000009,South West,index,Index
99.4,,Feb-13,01 February 2013,E12000001,North East,index,Index
99,,Feb-13,01 February 2013,E12000003,Yorkshire and The Humber,index,Index
97.9,,Feb-13,01 February 2013,E12000005,West Midlands,index,Index
96.4,,Feb-13,01 February 2013,E12000008,South East,index,Index
94.9,,Feb-13,01 February 2013,E12000007,London,index,Index
97.4,,Feb-13,01 February 2013,E12000006,East of England,index,Index
99.1,,Feb-13,01 February 2013,E12000002,North West,index,Index
97.8,,Feb-13,01 February 2013,E12000004,East Midlands,index,Index
109.3,,Sep-18,01 September 2018,E12000006,East of England,index,Index
107.4,,Sep-18,01 September 2018,E12000009,South West,index,Index
109.9,,Sep-18,01 September 2018,E12000004,East Midlands,index,Index
104.1,,Sep-18,01 September 2018,E12000002,North West,index,Index
106.9,,Sep-18,01 September 2018,E12000005,West Midlands,index,Index
105.4,,Sep-18,01 September 2018,E12000003,Yorkshire and The Humber,index,Index
109.2,,Sep-18,01 September 2018,E12000008,South East,index,Index
106.3,,Sep-18,01 September 2018,E12000007,London,index,Index
101.9,,Sep-18,01 September 2018,E12000001,North East,index,Index
88.5,,Mar-07,01 March 2007,E12000009,South West,index,Index
90.9,,Mar-07,01 March 2007,E12000006,East of England,index,Index
90.9,,Mar-07,01 March 2007,E12000003,Yorkshire and The Humber,index,Index
91.9,,Mar-07,01 March 2007,E12000001,North East,index,Index
78.8,,Mar-07,01 March 2007,E12000007,London,index,Index
92.2,,Mar-07,01 March 2007,E12000005,West Midlands,index,Index
86.9,,Mar-07,01 March 2007,E12000008,South East,index,Index
92.3,,Mar-07,01 March 2007,E12000002,North West,index,Index
92.7,,Mar-07,01 March 2007,E12000004,East Midlands,index,Index
108.5,,Mar-19,01 March 2019,E12000009,South West,index,Index
106.6,,Mar-19,01 March 2019,E12000007,London,index,Index
110.2,,Mar-19,01 March 2019,E12000008,South East,index,Index
107.8,,Mar-19,01 March 2019,E12000005,West Midlands,index,Index
102.2,,Mar-19,01 March 2019,E12000001,North East,index,Index
106.3,,Mar-19,01 March 2019,E12000003,Yorkshire and The Humber,index,Index
110.8,,Mar-19,01 March 2019,E12000004,East Midlands,index,Index
104.9,,Mar-19,01 March 2019,E12000002,North West,index,Index
109.8,,Mar-19,01 March 2019,E12000006,East of England,index,Index
