Date,ADDYY,NKE
2017-06-29,90.3987808227539,50.80544662475586
2017-06-30,92.40143585205078,56.37618637084961
2017-07-03,92.29552459716797,56.04174041748047
2017-07-05,96.75335693359375,55.00021743774414
2017-07-06,96.40674591064453,54.61800765991211
2017-07-07,96.76299285888672,55.401554107666016
2017-07-10,96.18529510498047,56.118186950683594
2017-07-11,96.54154205322266,55.592647552490234
2017-07-12,98.06278991699219,55.6308708190918
2017-07-13,98.86193084716797,55.363319396972656
2017-07-14,99.74771881103516,55.420654296875
2017-07-17,100.3831787109375,55.219993591308594
2017-07-18,100.29652404785156,55.086219787597656
2017-07-19,99.47813415527344,55.20088195800781
2017-07-20,100.68165588378906,56.47172927856445
2017-07-21,99.55516052246094,57.283935546875
2017-07-24,99.12188720703125,56.328407287597656
2017-07-25,99.05448913574219,56.748836517333984
2017-07-26,99.42998504638672,55.76464080810547
2017-07-27,104.43663787841797,55.56398010253906
2017-07-28,108.86558532714844,56.06085968017578
2017-07-31,110.27129364013672,56.42395782470703
2017-08-01,109.10628509521484,57.178829193115234
2017-08-02,109.46253204345703,57.13105392456055
2017-08-03,110.5505142211914,57.46548080444336
2017-08-04,113.28490447998047,57.102378845214844
2017-08-07,113.01531982421875,57.13105392456055
2017-08-08,112.293212890625,56.81571960449219
2017-08-09,109.70323181152344,57.23616027832031
2017-08-10,107.88351440429688,56.443077087402344
2017-08-11,109.03888702392578,56.347511291503906
2017-08-14,110.0787353515625,57.12149429321289
2017-08-15,110.1653823852539,55.95574188232422
2017-08-16,109.27959442138672,55.9366455078125
2017-08-17,107.81612396240234,54.90467071533203
2017-08-18,107.22880554199219,52.50629806518555
2017-08-21,106.87255096435547,51.22587585449219
2017-08-22,107.41172790527344,51.722755432128906
2017-08-23,107.48875427246094,51.22587585449219
2017-08-24,106.85330200195312,51.445655822753906
2017-08-25,107.53690338134766,51.50297927856445
2017-08-28,106.83404541015625,51.340545654296875
2017-08-29,105.83271026611328,50.385013580322266
2017-08-30,106.42002868652344,50.22257995605469
2017-08-31,107.93164825439453,50.63487243652344
2017-09-01,108.85595703125,51.162208557128906
2017-09-05,108.52859497070312,50.826622009277344
2017-09-06,110.12686920166016,50.5869255065918
2017-09-07,112.84200286865234,50.2321662902832
2017-09-08,112.63019561767578,50.049991607666016
2017-09-11,113.66040802001953,50.84580612182617
2017-09-12,113.72779846191406,51.20057678222656
2017-09-13,113.7566909790039,51.31562423706055
2017-09-14,113.2656478881836,51.516971588134766
2017-09-15,113.80482482910156,51.651206970214844
2017-09-18,113.22714233398438,51.296443939208984
2017-09-19,112.45689392089844,51.13344955444336
2017-09-20,111.00303649902344,51.35397720336914
2017-09-21,111.13782501220703,50.99921417236328
2017-09-22,110.7430648803711,51.047157287597656
2017-09-25,109.56844329833984,51.03757095336914
2017-09-26,106.102294921875,51.48820495605469
2017-09-27,106.40077209472656,50.50062942504883
2017-09-28,106.9495849609375,50.462284088134766
2017-09-29,108.9907455444336,49.71440887451172
2017-10-02,111.02228546142578,49.73358917236328
2017-10-03,111.17634582519531,49.35005187988281
2017-10-04,110.24241638183594,49.9349365234375
2017-10-05,109.34699249267578,50.030818939208984
2017-10-06,108.70191192626953,50.26093292236328
2017-10-09,110.12686920166016,49.39800262451172
2017-10-10,110.87787628173828,49.40758514404297
2017-10-11,110.72381591796875,48.92817687988281
2017-10-12,110.5505142211914,48.73642349243164
2017-10-13,109.78025817871094,48.8802375793457
2017-10-16,109.08702850341797,49.25417709350586
2017-10-17,108.43231964111328,49.858238220214844
2017-10-18,108.35529327392578,50.1458740234375
2017-10-19,106.49705505371094,50.519805908203125
2017-10-20,106.1985855102539,50.87457275390625
2017-10-23,105.76531982421875,51.44985580444336
2017-10-24,106.03490447998047,51.2197380065918
2017-10-25,106.40077209472656,52.67713165283203
2017-10-26,107.1132583618164,54.47011184692383
2017-10-27,107.04586029052734,53.655128479003906
2017-10-30,107.32508087158203,52.99353790283203
2017-10-31,107.1902847290039,52.725074768066406
2017-11-01,104.70622253417969,52.801780700683594
2017-11-02,105.02395629882812,52.8497200012207
2017-11-03,104.60993957519531,53.41542434692383
2017-11-06,102.05847930908203,53.73183822631836
2017-11-07,102.443603515625,52.87849044799805
2017-11-08,103.21385192871094,53.46336364746094
2017-11-09,98.6886215209961,53.818115234375
2017-11-10,101.80813598632812,53.7797737121582
2017-11-13,103.44493103027344,53.607177734375
2017-11-14,106.39115142822266,53.67430114746094
2017-11-15,105.60164642333984,54.29753494262695
2017-11-16,104.8698959350586,54.87281799316406
2017-11-17,105.36093139648438,56.75209045410156
2017-11-20,104.44625854492188,56.80961608886719
2017-11-21,106.03490447998047,56.943851470947266
2017-11-22,103.9841079711914,56.63703918457031
2017-11-24,103.44493103027344,56.87672805786133
2017-11-27,102.90575408935547,57.17396545410156
2017-11-28,102.33769989013672,57.12601852416992
2017-11-29,101.01863098144531,57.873897552490234
2017-11-30,100.55648803710938,57.93142318725586
2017-12-01,100.71053314208984,57.60434341430664
2017-12-04,100.86459350585938,57.81598663330078
2017-12-05,100.65276336669922,58.12382125854492
2017-12-06,101.6637191772461,57.45042419433594
2017-12-07,102.47248840332031,58.29697799682617
2017-12-08,102.48211669921875,58.97037887573242
2017-12-11,99.62255096435547,59.55720520019531
2017-12-12,98.17832946777344,59.80731201171875
2017-12-13,95.80980682373047,61.85636520385742
2017-12-14,95.51132202148438,62.077632904052734
2017-12-15,97.61026000976562,62.32773971557617
2017-12-18,98.42865753173828,62.346988677978516
2017-12-19,98.41903686523438,61.79864501953125
2017-12-20,97.41770935058594,61.17335891723633
2017-12-21,96.80149841308594,62.30850601196289
2017-12-22,96.84963989257812,60.88475799560547
2017-12-26,97.39845275878906,61.2310791015625
2017-12-27,97.32142639160156,60.55767822265625
2017-12-28,96.78224182128906,60.55767822265625
2017-12-29,96.1082763671875,60.172874450683594
2018-01-02,96.99406433105469,61.077152252197266
2018-01-03,97.30216979980469,61.067535400390625
2018-01-04,98.97747039794922,61.029048919677734
2018-01-05,100.06544494628906,61.548526763916016
2018-01-08,99.64180755615234,62.09687423706055
2018-01-09,97.33104705810547,61.65433883666992
2018-01-10,96.71485137939453,61.7794075012207
2018-01-11,96.84963989257812,61.84675216674805
2018-01-12,99.11226654052734,62.21230697631836
2018-01-16,99.21817016601562,61.009803771972656
2018-01-17,98.50568389892578,61.3849983215332
2018-01-18,100.7779312133789,61.6735954284668
2018-01-19,107.64280700683594,64.6557846069336
2018-01-22,108.13384246826172,63.866943359375
2018-01-23,110.00170135498047,64.58843994140625
2018-01-24,110.53125762939453,65.41576385498047
2018-01-25,109.4047622680664,65.13678741455078
2018-01-26,110.65642547607422,65.45423889160156
2018-01-29,109.78025817871094,65.01171875
2018-01-30,110.26166534423828,64.771240234375
2018-01-31,111.74440002441406,65.62739562988281
2018-02-01,110.46385955810547,65.07904815673828
2018-02-02,107.44061279296875,64.66539764404297
2018-02-05,102.67467498779297,61.94294738769531
2018-02-06,106.11193084716797,62.74140930175781
2018-02-07,107.55615234375,63.13582992553711
2018-02-08,105.04320526123047,60.11515426635742
2018-02-09,105.01432037353516,63.00115203857422
2018-02-12,105.76531982421875,63.4725227355957
2018-02-13,105.28390502929688,63.36669921875
2018-02-14,106.68962097167969,65.37727355957031
2018-02-15,107.1710205078125,65.69474029541016
2018-02-16,107.89314270019531,65.70436096191406
2018-02-20,108.23975372314453,64.92513275146484
2018-02-21,106.23709869384766,64.50186920166016
2018-02-22,106.82440948486328,64.57881927490234
2018-02-23,108.04719543457031,65.56968688964844
2018-02-26,108.11459350585938,67.00306701660156
2018-02-27,106.81478881835938,65.4446029663086
2018-02-28,106.69924926757812,64.48262023925781
2018-03-01,103.2234878540039,63.79960250854492
2018-03-02,103.34864807128906,63.57767868041992
2018-03-05,104.64845275878906,62.76715850830078
2018-03-06,104.427001953125,62.950496673583984
2018-03-07,104.6677017211914,61.918033599853516
2018-03-08,103.86856842041016,62.82505416870117
2018-03-09,102.79984283447266,63.97328567504883
2018-03-12,101.8177719116211,64.47503662109375
2018-03-13,102.79022216796875,63.84785079956055
2018-03-14,112.45689392089844,63.87679672241211
2018-03-15,114.39214324951172,64.06011962890625
2018-03-16,115.20091247558594,63.59697341918945
2018-03-19,114.54619598388672,63.403995513916016
2018-03-20,115.15277099609375,64.45574951171875
2018-03-21,116.9628677368164,64.02153778076172
2018-03-22,116.23112487792969,62.15926742553711
2018-03-23,115.44161987304688,62.36189651489258
2018-03-26,117.24208068847656,63.58732986450195
2018-03-27,114.83504486083984,63.84785079956055
2018-03-28,114.57508087158203,63.14347839355469
2018-03-29,117.24208068847656,64.10836791992188
2018-04-02,116.10594940185547,61.869789123535156
2018-04-03,116.04818725585938,64.3592529296875
2018-04-04,118.37820434570312,66.01888275146484
2018-04-05,120.37123107910156,67.14783477783203
2018-04-06,120.04388427734375,65.17941284179688
2018-04-09,120.14978790283203,64.82239532470703
2018-04-10,122.2776107788086,64.64871978759766
2018-04-11,122.71086883544922,64.48468017578125
2018-04-12,124.77130126953125,65.39169311523438
2018-04-13,124.98312377929688,64.88994598388672
2018-04-16,125.78226470947266,64.70662689208984
2018-04-17,127.04354858398438,65.14082336425781
2018-04-18,127.28426361083984,63.87679672241211
2018-04-19,125.01200866699219,63.42330551147461
2018-04-20,125.15642547607422,63.77065658569336
2018-04-23,124.05882263183594,64.53292083740234
2018-04-24,119.40841674804688,64.6197738647461
2018-04-25,118.66705322265625,64.3302993774414
2018-04-26,118.70556640625,65.66188049316406
2018-04-27,119.66838073730469,67.11888885498047
2018-04-30,118.3878402709961,65.98993682861328
2018-05-01,118.11824798583984,65.7101058959961
2018-05-02,119.38916778564453,65.86450958251953
2018-05-03,113.00569915771484,64.55223083496094
2018-05-04,110.8297348022461,65.7101058959961
2018-05-07,111.76366424560547,66.9065933227539
2018-05-08,111.1474609375,66.05747985839844
2018-05-09,109.55880737304688,65.56537628173828
2018-05-10,111.56588745117188,65.53643035888672
2018-05-11,110.49153900146484,66.02853393554688
2018-05-14,110.33527374267578,66.42414093017578
2018-05-15,109.18279266357422,67.06098175048828
2018-05-16,112.0151596069336,68.83641052246094
2018-05-17,112.43512725830078,68.45046997070312
2018-05-18,112.15189361572266,68.8171157836914
2018-05-21,113.15787506103516,68.87501525878906
2018-05-22,112.35700225830078,68.80746459960938
2018-05-23,111.25335693359375,68.83641052246094
2018-05-24,111.34124755859375,69.64694213867188
2018-05-25,109.99343872070312,69.71446990966797
2018-05-29,108.12797546386719,68.43115234375
2018-05-30,112.33745574951172,69.69518280029297
2018-05-31,111.13614654541016,69.28026580810547
2018-06-01,110.45246887207031,70.4026870727539
2018-06-04,111.5951919555664,71.43804168701172
2018-06-05,112.49372863769531,71.65090942382812
2018-06-06,117.71894836425781,72.3282241821289
2018-06-07,113.60714721679688,72.337890625
2018-06-08,114.82798767089844,72.47335815429688
2018-06-11,114.44708251953125,72.17340087890625
2018-06-12,112.86486053466797,71.88311767578125
2018-06-13,112.12259674072266,71.70893859863281
2018-06-14,113.26530456542969,72.27983856201172
2018-06-15,114.0857162475586,73.38290405273438
2018-06-18,110.87244415283203,73.16036224365234
2018-06-19,107.71778106689453,71.85406494140625
2018-06-20,107.11223602294922,72.29918670654297
2018-06-21,107.54197692871094,71.5444564819336
2018-06-22,108.80189514160156,71.05097961425781
2018-06-25,106.98526763916016,70.0059814453125
2018-06-26,107.00479888916016,70.20915985107422
2018-06-27,105.76441955566406,69.03836059570312
2018-06-28,104.34822845458984,69.37702941894531
2018-06-29,106.4578628540039,77.0984878540039
2018-07-02,104.92447662353516,75.81157684326172
2018-07-03,105.36398315429688,73.80864715576172
2018-07-05,104.05523681640625,74.06990814208984
2018-07-06,104.21150207519531,74.0021743774414
2018-07-09,104.5924072265625,74.7762451171875
2018-07-10,106.08672332763672,75.05686950683594
2018-07-11,104.35800170898438,74.8536605834961
2018-07-12,105.89138793945312,74.86334228515625
2018-07-13,107.4833755493164,74.87301635742188
2018-07-16,108.02054595947266,75.23101806640625
2018-07-17,106.13555908203125,74.96009826660156
2018-07-18,107.6982421875,74.10858917236328
2018-07-19,107.5322036743164,74.4569320678711
2018-07-20,108.47958374023438,74.46661376953125
2018-07-23,108.68468475341797,74.10858917236328
2018-07-24,108.58702087402344,73.08293914794922
2018-07-25,109.39766693115234,74.6601333618164
2018-07-26,106.78993225097656,75.6180648803711
2018-07-27,107.41500854492188,74.39887237548828
2018-07-30,108.04008483886719,73.49901580810547
2018-07-31,108.04008483886719,74.4182357788086
2018-08-01,107.25873565673828,75.02783966064453
2018-08-02,105.23701477050781,76.10187530517578
2018-08-03,107.33687591552734,76.1889419555664
2018-08-06,106.24299621582031,76.93400573730469
2018-08-07,107.32710266113281,77.92095947265625
2018-08-08,108.04985046386719,77.89191436767578
2018-08-09,117.09387969970703,78.62730407714844
2018-08-10,114.41778564453125,78.1144790649414
2018-08-13,115.990234375,77.55326080322266
2018-08-14,116.2441635131836,77.54358673095703
2018-08-15,114.23221588134766,76.99207305908203
2018-08-16,115.83396911621094,77.45649719238281
2018-08-17,115.8144302368164,77.16622924804688
2018-08-20,117.1817855834961,79.51749420166016
2018-08-21,118.8421401977539,80.26256561279297
2018-08-22,119.3011703491211,79.96259307861328
2018-08-23,119.47697448730469,80.22384643554688
2018-08-24,121.59636688232422,79.77873992919922
2018-08-27,122.9734878540039,79.97227478027344
2018-08-28,123.4520492553711,79.90452575683594
2018-08-29,122.62187957763672,80.10774230957031
2018-08-30,122.0749282836914,78.76277160644531
2018-08-31,121.3717269897461,79.73274230957031
2018-09-04,119.12537384033203,77.21078491210938
2018-09-05,117.75802612304688,77.52118682861328
2018-09-06,117.0548095703125,77.98677062988281
2018-09-07,116.8106460571289,77.88978576660156
2018-09-10,117.68965911865234,79.63573455810547
2018-09-11,117.61151885986328,80.14984893798828
2018-09-12,119.2914047241211,80.50872802734375
2018-09-13,120.00437927246094,80.96463775634766
2018-09-14,119.45743560791016,80.9840316772461
2018-09-17,118.48075866699219,80.76094818115234
2018-09-18,119.83834075927734,82.7009048461914
2018-09-19,119.15467071533203,81.89582061767578
2018-09-20,120.81502532958984,82.80760955810547
2018-09-21,120.83455657958984,82.9822006225586
2018-09-24,119.61371612548828,81.74061584472656
2018-09-25,121.03965759277344,82.24498748779297
2018-09-26,119.77974700927734,81.1877212524414
2018-09-27,120.07274627685547,82.00251007080078
2018-09-28,119.31094360351562,82.17711639404297
2018-10-01,120.72711944580078,81.92491149902344
2018-10-02,120.15087890625,80.28564453125
2018-10-03,120.60991668701172,80.02373504638672
2018-10-04,117.65058898925781,77.77339935302734
2018-10-05,116.80087280273438,77.71519470214844
2018-10-08,116.09767150878906,77.82189178466797
2018-10-09,114.67172241210938,78.00617218017578
2018-10-10,108.94839477539062,72.6906509399414
2018-10-11,108.68468475341797,72.27357482910156
2018-10-12,109.09488677978516,73.63155364990234
2018-10-15,110.32550811767578,72.73915100097656
2018-10-16,113.44110870361328,75.15443420410156
2018-10-17,113.59737396240234,74.1844482421875
2018-10-18,110.74547576904297,73.33085632324219
2018-10-19,113.98804473876953,71.98257446289062
2018-10-22,112.51325988769531,72.65186309814453
2018-10-23,111.80029296875,71.14836883544922
2018-10-24,110.7943115234375,69.95530700683594
2018-10-25,115.04285430908203,70.90589141845703
2018-10-26,113.48017883300781,69.90679168701172
2018-10-29,113.48993682861328,70.02320861816406
2018-10-30,112.54256439208984,72.27357482910156
2018-10-31,115.1405258178711,72.78765869140625
2018-11-01,113.96851348876953,74.48513793945312
2018-11-02,115.47259521484375,74.28143310546875
2018-11-05,115.54096221923828,75.20292663574219
2018-11-06,115.25772857666016,74.27174377441406
2018-11-07,111.83935546875,75.62972259521484
2018-11-08,111.45845031738281,75.44541931152344
2018-11-09,113.39227294921875,74.06803894042969
2018-11-12,111.0091781616211,72.84587097167969
2018-11-13,113.54854583740234,72.94285583496094
2018-11-14,113.82201385498047,72.94285583496094
2018-11-15,114.40802001953125,72.09899139404297
2018-11-16,114.30058288574219,72.49667358398438
2018-11-19,111.6830825805664,70.3432846069336
2018-11-20,110.51107025146484,68.9853286743164
2018-11-21,113.62667083740234,70.19781494140625
2018-11-23,112.12259674072266,69.34423065185547
2018-11-26,110.43293762207031,70.527587890625
2018-11-27,109.9836654663086,69.92621612548828
2018-11-28,111.29241180419922,72.4190673828125
2018-11-29,110.21807098388672,72.1086654663086
2018-11-30,108.13774871826172,73.08154296875
2018-12-03,109.62229919433594,75.82501220703125
2018-12-04,108.05960845947266,73.73335266113281
2018-12-06,108.01077270507812,73.49011993408203
2018-12-07,108.5381851196289,71.34983825683594
2018-12-10,107.45406341552734,70.54236602783203
2018-12-11,109.25115966796875,71.57359313964844
2018-12-12,110.47200775146484,72.3032455444336
2018-12-13,110.85291290283203,70.95096588134766
2018-12-14,107.19036865234375,70.56182098388672
2018-12-17,102.84415435791016,68.003173828125
2018-12-18,103.25435638427734,69.2192611694336
2018-12-19,102.95159149169922,67.0984115600586
2018-12-20,102.12140655517578,65.6974868774414
2018-12-21,101.3205337524414,70.40617370605469
2018-12-24,101.56470489501953,66.25201416015625
2018-12-26,102.36558532714844,71.02879333496094
2018-12-27,101.08613586425781,71.6708755493164
2018-12-28,101.91631317138672,71.34983825683594
2018-12-31,101.90653991699219,72.12812805175781
2019-01-02,102.44371032714844,72.05030822753906
2019-01-03,102.09211730957031,70.77584838867188
2019-01-04,106.24299621582031,72.62429809570312
2019-01-07,106.55552673339844,73.6652603149414
2019-01-08,108.7237548828125,74.64784240722656
2019-01-09,109.48555755615234,74.51163482666016
2019-01-10,110.01296997070312,74.34625244140625
2019-01-11,110.26690673828125,73.9765625
2019-01-14,110.68687438964844,74.02521514892578
2019-01-15,111.23381042480469,75.76663208007812
2019-01-16,110.38410186767578,75.57207489013672
2019-01-17,111.6537857055664,76.98271179199219
2019-01-18,113.47040557861328,78.26689147949219
2019-01-22,113.56806945800781,78.55876159667969
2019-01-23,115.26748657226562,78.31553649902344
2019-01-24,111.6635513305664,78.2571792602539
2019-01-25,113.68527221679688,78.42256927490234
2019-01-28,113.59737396240234,78.14043426513672
2019-01-29,113.880615234375,78.04314422607422
2019-01-30,115.70700073242188,79.07437133789062
2019-01-31,116.2441635131836,79.65808868408203
2019-02-01,111.6342544555664,79.29812622070312
2019-02-04,110.05204010009766,79.7651138305664
2019-02-05,112.97229766845703,80.61149597167969
2019-02-06,112.0932846069336,80.465576171875
2019-02-07,110.85291290283203,80.15425109863281
2019-02-08,110.22784423828125,80.12506866455078
2019-02-11,109.77857208251953,81.40925598144531
2019-02-12,111.6537857055664,82.41129302978516
2019-02-13,109.68090057373047,83.08257293701172
2019-02-14,108.79212188720703,82.38211822509766
2019-02-15,110.16924285888672,83.06311798095703
2019-02-19,111.87842559814453,82.27510070800781
2019-02-20,112.53279876708984,82.53776550292969
2019-02-21,112.42536163330078,81.67192077636719
2019-02-22,113.19693756103516,82.4599380493164
2019-02-25,116.62507629394531,82.85883331298828
2019-02-26,119.3011703491211,83.47171783447266
2019-02-27,118.49053192138672,83.8316650390625
2019-02-28,118.56866455078125,83.40361785888672
2019-03-01,120.29737854003906,85.01298522949219
2019-03-04,119.38907623291016,83.5304183959961
2019-03-05,119.66254425048828,83.3353500366211
2019-03-06,120.27784729003906,83.0329818725586
2019-03-07,117.8459243774414,83.15977478027344
2019-03-08,115.91210174560547,82.71111297607422
2019-03-11,117.09387969970703,83.70598602294922
2019-03-12,116.55670928955078,83.32559204101562
2019-03-13,113.30437469482422,83.81327819824219
2019-03-14,117.54315185546875,84.7301254272461
2019-03-15,117.60175323486328,84.66185760498047
2019-03-18,115.33586120605469,85.65672302246094
2019-03-19,116.32230377197266,85.5299301147461
2019-03-20,117.12317657470703,84.5545654296875
2019-03-21,116.0390625,85.842041015625
2019-03-22,115.7948989868164,80.1654052734375
2019-03-25,117.51385498046875,80.30194854736328
2019-03-26,117.99241638183594,81.32608032226562
2019-03-27,117.8849868774414,81.04322814941406
2019-03-28,117.96312713623047,81.96984100341797
2019-03-29,119.00817108154297,82.1356430053711
2019-04-01,120.13134765625,83.13052368164062
2019-04-02,121.62566375732422,82.29171752929688
2019-04-03,122.72930908203125,82.38923645019531
2019-04-04,124.23339080810547,83.17929077148438
2019-04-05,124.80963134765625,83.29633331298828
2019-04-08,123.4520492553711,82.64283752441406
2019-04-09,123.4520492553711,82.20391845703125
2019-04-10,124.80963134765625,82.78914642333984
2019-04-11,123.80365753173828,82.90618133544922
2019-04-12,124.1943359375,84.11563873291016
2019-04-15,125.2198486328125,84.69110870361328
2019-04-16,126.47975158691406,85.63721466064453
2019-04-17,126.77275085449219,86.54430389404297
2019-04-18,127.2513198852539,87.00272369384766
2019-04-22,127.89592742919922,85.20805358886719
2019-04-23,126.82159423828125,85.27631378173828
2019-04-24,125.59097290039062,86.21269226074219
2019-04-25,124.66313171386719,85.40312194824219
2019-04-26,124.98543548583984,86.13465881347656
2019-04-29,124.66313171386719,86.08588409423828
2019-04-30,125.5421371459961,85.6664810180664
2019-05-01,124.4580307006836,83.78401947021484
2019-05-02,124.81940460205078,83.16952514648438
2019-05-03,136.3051300048828,83.58893585205078
2019-05-06,139.1667938232422,81.51140594482422
2019-05-07,136.2270050048828,80.50677490234375
2019-05-08,140.9248046875,80.73110961914062
2019-05-09,138.737060546875,80.93594360351562
2019-05-10,141.24220275878906,81.88204193115234
2019-05-13,136.24378967285156,80.49701690673828
2019-05-14,138.8370361328125,81.60895538330078
